Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Households:," Households: Less than $10,000","Households: $10,000 to $14,999"," Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More"
6001408300,14000US06001408300,Census Tract 4083,"Census Tract 4083, Alameda County, California",ca,140,0,ACSSF,2787,6,1,408300,5047,1427,1900,20,589,123,622,366,1828,76,94,41,50,105,67,8,61,9,179,98,280,138,187,207,228
6001408400,14000US06001408400,Census Tract 4084,"Census Tract 4084, Alameda County, California",ca,140,0,ACSSF,2788,6,1,408400,3201,502,1620,0,52,21,851,155,1157,102,113,45,99,100,39,39,44,83,50,72,141,49,49,84,48
6001408500,14000US06001408500,Census Tract 4085,"Census Tract 4085, Alameda County, California",ca,140,0,ACSSF,2789,6,1,408500,5977,271,2236,2,132,113,2920,303,1611,43,109,50,186,93,89,19,77,33,171,271,155,103,75,60,77
6001408600,14000US06001408600,Census Tract 4086,"Census Tract 4086, Alameda County, California",ca,140,0,ACSSF,2790,6,1,408600,7096,949,2526,28,302,0,2857,434,1811,100,202,88,143,95,72,97,85,76,124,144,214,100,133,95,43
6001408700,14000US06001408700,Census Tract 4087,"Census Tract 4087, Alameda County, California",ca,140,0,ACSSF,2791,6,1,408700,7909,1299,3312,21,181,0,2398,698,2455,203,108,150,173,105,124,32,85,122,136,163,552,233,116,118,35
6001408800,14000US06001408800,Census Tract 4088,"Census Tract 4088, Alameda County, California",ca,140,0,ACSSF,2792,6,1,408800,7149,727,2718,36,308,361,2866,133,2225,327,340,278,210,106,113,82,60,50,166,158,153,95,25,62,0
6001408900,14000US06001408900,Census Tract 4089,"Census Tract 4089, Alameda County, California",ca,140,0,ACSSF,2793,6,1,408900,3546,506,853,0,162,35,1832,158,1016,74,87,105,80,59,40,24,48,39,73,72,134,89,22,42,28
6001409000,14000US06001409000,Census Tract 4090,"Census Tract 4090, Alameda County, California",ca,140,0,ACSSF,2794,6,1,409000,4687,440,1638,48,221,6,2126,208,1135,16,71,37,46,55,88,11,194,66,80,79,130,52,127,48,35
6001409100,14000US06001409100,Census Tract 4091,"Census Tract 4091, Alameda County, California",ca,140,0,ACSSF,2795,6,1,409100,2490,721,726,126,109,0,609,199,675,38,36,35,21,15,34,37,37,24,30,113,145,80,11,4,15
6001409200,14000US06001409200,Census Tract 4092,"Census Tract 4092, Alameda County, California",ca,140,0,ACSSF,2796,6,1,409200,3672,372,1171,26,246,0,1534,323,982,60,47,45,26,41,36,43,82,42,165,91,94,112,57,19,22
6001409300,14000US06001409300,Census Tract 4093,"Census Tract 4093, Alameda County, California",ca,140,0,ACSSF,2797,6,1,409300,5303,927,1315,0,148,27,2689,197,1627,186,172,55,83,30,72,176,42,140,190,129,91,108,76,49,28
6001409400,14000US06001409400,Census Tract 4094,"Census Tract 4094, Alameda County, California",ca,140,0,ACSSF,2798,6,1,409400,4780,1019,800,0,443,15,2335,168,1268,69,79,143,74,81,68,73,102,36,57,138,166,66,54,36,26
6001409500,14000US06001409500,Census Tract 4095,"Census Tract 4095, Alameda County, California",ca,140,0,ACSSF,2799,6,1,409500,4128,910,1050,105,69,83,1801,110,1131,91,95,56,97,56,80,52,62,44,94,116,170,53,24,26,15
6001409600,14000US06001409600,Census Tract 4096,"Census Tract 4096, Alameda County, California",ca,140,0,ACSSF,2800,6,1,409600,4978,517,1653,13,233,36,2432,94,1484,144,115,38,90,93,42,77,37,59,198,112,209,133,101,7,29
6001409700,14000US06001409700,Census Tract 4097,"Census Tract 4097, Alameda County, California",ca,140,0,ACSSF,2801,6,1,409700,4991,836,1598,0,94,26,2107,330,1577,110,83,116,101,98,124,29,91,151,150,110,199,128,70,17,0
6001409800,14000US06001409800,Census Tract 4098,"Census Tract 4098, Alameda County, California",ca,140,0,ACSSF,2802,6,1,409800,3516,925,1975,11,285,0,120,200,1294,190,107,42,9,51,13,15,14,0,59,95,143,238,86,159,73
6001409900,14000US06001409900,Census Tract 4099,"Census Tract 4099, Alameda County, California",ca,140,0,ACSSF,2803,6,1,409900,3642,1208,1715,11,265,0,72,371,1423,40,21,22,28,20,52,10,10,32,24,113,156,270,50,177,398
6001410000,14000US06001410000,Census Tract 4100,"Census Tract 4100, Alameda County, California",ca,140,0,ACSSF,2804,6,1,410000,3242,1054,1311,8,158,29,111,571,1227,25,71,0,38,0,46,40,34,19,103,94,89,131,179,174,184
6001410100,14000US06001410100,Census Tract 4101,"Census Tract 4101, Alameda County, California",ca,140,0,ACSSF,2805,6,1,410100,2667,387,1513,0,129,14,266,358,1100,110,58,66,13,11,23,35,84,30,51,162,140,144,52,41,80
6001410200,14000US06001410200,Census Tract 4102,"Census Tract 4102, Alameda County, California",ca,140,0,ACSSF,2806,6,1,410200,3630,215,2179,31,104,86,913,102,1127,39,109,40,42,80,7,73,79,7,101,183,119,83,11,131,23
6001410300,14000US06001410300,Census Tract 4103,"Census Tract 4103, Alameda County, California",ca,140,0,ACSSF,2807,6,1,410300,3857,996,966,38,133,51,1441,232,1023,60,58,72,62,36,46,114,24,37,107,91,150,75,47,28,16
6001410400,14000US06001410400,Census Tract 4104,"Census Tract 4104, Alameda County, California",ca,140,0,ACSSF,2808,6,1,410400,4477,814,1505,123,486,23,1376,150,1351,42,54,37,20,82,95,7,31,41,68,221,210,177,122,101,43
6001410500,14000US06001410500,Census Tract 4105,"Census Tract 4105, Alameda County, California",ca,140,0,ACSSF,2809,6,1,410500,2705,547,1663,7,294,24,110,60,925,160,118,75,58,34,61,75,32,47,34,23,24,15,29,10,130
6001420100,14000US06001420100,Census Tract 4201,"Census Tract 4201, Alameda County, California",ca,140,0,ACSSF,2810,6,1,420100,2440,1601,11,10,512,0,46,260,891,8,6,16,28,10,13,11,9,18,56,42,80,87,105,166,236
6001420200,14000US06001420200,Census Tract 4202,"Census Tract 4202, Alameda County, California",ca,140,0,ACSSF,2811,6,1,420200,3332,1322,186,18,1279,0,222,305,1256,54,7,0,47,59,48,23,0,65,24,72,265,88,90,188,226
6001420300,14000US06001420300,Census Tract 4203,"Census Tract 4203, Alameda County, California",ca,140,0,ACSSF,2812,6,1,420300,4977,1751,196,60,2007,52,666,245,1947,72,0,73,49,20,79,9,55,121,89,263,250,118,66,280,403
6001420400,14000US06001420400,Census Tract 4204,"Census Tract 4204, Alameda County, California",ca,140,0,ACSSF,2813,6,1,420400,3062,1298,37,45,935,13,301,433,1129,188,50,43,43,40,9,66,128,42,106,77,113,102,42,23,57
6001420500,14000US06001420500,Census Tract 4205,"Census Tract 4205, Alameda County, California",ca,140,0,ACSSF,2814,6,1,420500,2557,1364,138,27,545,0,163,320,974,17,26,38,8,16,51,22,28,16,37,73,138,77,83,139,205
6001420600,14000US06001420600,Census Tract 4206,"Census Tract 4206, Alameda County, California",ca,140,0,ACSSF,2815,6,1,420600,3436,2478,23,0,502,19,93,321,1247,27,12,20,6,11,7,31,36,27,35,70,150,94,75,160,486
6001421100,14000US06001421100,Census Tract 4211,"Census Tract 4211, Alameda County, California",ca,140,0,ACSSF,2816,6,1,421100,2084,1738,36,0,223,7,7,73,837,0,5,11,0,11,23,0,27,7,36,35,51,66,63,127,375
6001421200,14000US06001421200,Census Tract 4212,"Census Tract 4212, Alameda County, California",ca,140,0,ACSSF,2817,6,1,421200,3594,2726,48,4,364,0,66,386,1466,28,9,14,20,67,0,29,9,8,34,56,151,83,129,200,629
6001421300,14000US06001421300,Census Tract 4213,"Census Tract 4213, Alameda County, California",ca,140,0,ACSSF,2818,6,1,421300,3873,3106,58,0,340,8,82,279,1578,34,0,31,0,9,10,17,27,35,56,70,194,84,123,277,611
6001421400,14000US06001421400,Census Tract 4214,"Census Tract 4214, Alameda County, California",ca,140,0,ACSSF,2819,6,1,421400,1634,1228,30,7,211,4,33,121,625,20,5,11,5,0,6,0,0,21,6,51,78,66,64,84,208
6001421500,14000US06001421500,Census Tract 4215,"Census Tract 4215, Alameda County, California",ca,140,0,ACSSF,2820,6,1,421500,3694,2938,95,0,434,11,99,117,1576,23,16,16,17,48,18,10,17,0,67,22,160,152,100,281,629
6001421600,14000US06001421600,Census Tract 4216,"Census Tract 4216, Alameda County, California",ca,140,0,ACSSF,2821,6,1,421600,3617,2756,112,0,466,20,32,231,1537,56,13,0,0,33,21,0,9,26,46,86,185,145,132,114,671
6001421700,14000US06001421700,Census Tract 4217,"Census Tract 4217, Alameda County, California",ca,140,0,ACSSF,2822,6,1,421700,3492,2529,23,44,631,0,126,139,1574,100,77,44,43,0,72,107,98,17,49,94,147,167,96,137,326
6001421800,14000US06001421800,Census Tract 4218,"Census Tract 4218, Alameda County, California",ca,140,0,ACSSF,2823,6,1,421800,2144,1656,36,6,300,0,5,141,859,14,36,21,20,5,30,24,31,16,21,28,39,97,81,147,249
6001421900,14000US06001421900,Census Tract 4219,"Census Tract 4219, Alameda County, California",ca,140,0,ACSSF,2824,6,1,421900,4171,2635,250,5,741,7,145,388,1732,26,50,72,11,36,9,47,23,68,81,195,136,232,178,257,311
6001422000,14000US06001422000,Census Tract 4220,"Census Tract 4220, Alameda County, California",ca,140,0,ACSSF,2825,6,1,422000,2156,1463,238,2,176,0,31,246,928,30,68,38,20,17,21,4,33,11,29,25,116,114,60,126,216
6001422100,14000US06001422100,Census Tract 4221,"Census Tract 4221, Alameda County, California",ca,140,0,ACSSF,2826,6,1,422100,3073,1584,394,101,375,0,434,185,1212,29,122,23,10,0,110,20,12,45,127,43,233,135,74,77,152
6001422200,14000US06001422200,Census Tract 4222,"Census Tract 4222, Alameda County, California",ca,140,0,ACSSF,2827,6,1,422200,3237,2025,171,29,511,19,33,449,1554,131,0,67,53,59,74,0,61,78,74,79,159,209,144,185,181
6001422300,14000US06001422300,Census Tract 4223,"Census Tract 4223, Alameda County, California",ca,140,0,ACSSF,2828,6,1,422300,3643,2336,105,6,778,8,40,370,1680,145,90,65,64,65,0,22,41,31,142,95,199,184,122,172,243
6001422400,14000US06001422400,Census Tract 4224,"Census Tract 4224, Alameda County, California",ca,140,0,ACSSF,2829,6,1,422400,4487,2345,56,0,1691,0,152,243,2067,153,76,59,111,86,135,44,53,85,177,199,194,207,56,233,199
6001422500,14000US06001422500,Census Tract 4225,"Census Tract 4225, Alameda County, California",ca,140,0,ACSSF,2830,6,1,422500,4400,2335,126,18,1489,22,74,336,1439,185,53,39,51,54,101,42,41,35,97,144,209,101,95,43,149
6001422600,14000US06001422600,Census Tract 4226,"Census Tract 4226, Alameda County, California",ca,140,0,ACSSF,2831,6,1,422600,1043,482,32,0,459,0,50,20,26,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,13
6001422700,14000US06001422700,Census Tract 4227,"Census Tract 4227, Alameda County, California",ca,140,0,ACSSF,2832,6,1,422700,5266,2907,130,47,1574,10,260,338,1053,241,95,42,28,52,51,8,67,32,81,57,37,39,42,95,86
6001422800,14000US06001422800,Census Tract 4228,"Census Tract 4228, Alameda County, California",ca,140,0,ACSSF,2833,6,1,422800,9064,3304,395,49,4092,76,495,653,1293,457,73,119,68,121,56,23,14,58,26,58,100,39,16,33,32
6001422900,14000US06001422900,Census Tract 4229,"Census Tract 4229, Alameda County, California",ca,140,0,ACSSF,2834,6,1,422900,5761,2111,691,0,2421,156,118,264,2128,337,80,240,233,156,73,0,94,92,106,336,37,114,52,60,118
6001423000,14000US06001423000,Census Tract 4230,"Census Tract 4230, Alameda County, California",ca,140,0,ACSSF,2835,6,1,423000,4962,2959,340,22,1234,0,114,293,2087,33,90,31,73,74,30,31,230,14,156,265,185,88,186,304,297
6001423100,14000US06001423100,Census Tract 4231,"Census Tract 4231, Alameda County, California",ca,140,0,ACSSF,2836,6,1,423100,4413,2365,733,22,633,43,204,413,1976,84,202,51,62,69,107,34,29,35,46,297,186,184,154,164,272
6001423200,14000US06001423200,Census Tract 4232,"Census Tract 4232, Alameda County, California",ca,140,0,ACSSF,2837,6,1,423200,2982,1302,681,18,217,103,233,428,1142,108,56,44,64,26,48,30,84,85,34,88,86,71,78,146,94
6001423300,14000US06001423300,Census Tract 4233,"Census Tract 4233, Alameda County, California",ca,140,0,ACSSF,2838,6,1,423300,3504,1712,916,22,333,0,89,432,1587,151,113,41,86,84,21,13,48,39,45,84,78,114,221,198,251
6001423400,14000US06001423400,Census Tract 4234,"Census Tract 4234, Alameda County, California",ca,140,0,ACSSF,2839,6,1,423400,5163,2896,709,0,629,0,254,675,2002,165,49,116,53,62,57,53,85,52,81,192,213,124,107,309,284
6001423500,14000US06001423500,Census Tract 4235,"Census Tract 4235, Alameda County, California",ca,140,0,ACSSF,2840,6,1,423500,3426,1833,715,9,491,11,112,255,1486,140,143,57,61,66,67,86,7,61,60,128,173,85,45,64,243
6001423601,14000US06001423601,Census Tract 4236.01,"Census Tract 4236.01, Alameda County, California",ca,140,0,ACSSF,2841,6,1,423601,2671,1982,138,17,255,0,103,176,1214,67,8,18,58,27,28,62,26,54,52,53,76,141,118,200,226
6001423602,14000US06001423602,Census Tract 4236.02,"Census Tract 4236.02, Alameda County, California",ca,140,0,ACSSF,2842,6,1,423602,6528,3375,84,113,2305,31,185,435,2193,426,123,171,95,49,65,131,86,99,70,92,215,155,84,173,159
6001423700,14000US06001423700,Census Tract 4237,"Census Tract 4237, Alameda County, California",ca,140,0,ACSSF,2843,6,1,423700,4148,2862,95,29,837,22,71,232,1305,105,108,66,17,42,24,29,18,28,39,96,80,130,84,106,333
6001423800,14000US06001423800,Census Tract 4238,"Census Tract 4238, Alameda County, California",ca,140,0,ACSSF,2844,6,1,423800,2986,2562,71,0,211,0,9,133,1306,21,10,0,0,10,42,20,20,49,48,74,110,76,57,182,587
6001423901,14000US06001423901,Census Tract 4239.01,"Census Tract 4239.01, Alameda County, California",ca,140,0,ACSSF,2845,6,1,423901,2054,1424,230,19,187,0,56,138,818,29,31,20,44,11,31,23,17,8,58,87,84,116,47,71,141
6001423902,14000US06001423902,Census Tract 4239.02,"Census Tract 4239.02, Alameda County, California",ca,140,0,ACSSF,2846,6,1,423902,1605,1172,56,0,248,0,16,113,712,10,5,23,16,15,21,34,10,30,30,53,54,54,69,137,151
6001424001,14000US06001424001,Census Tract 4240.01,"Census Tract 4240.01, Alameda County, California",ca,140,0,ACSSF,2847,6,1,424001,4027,1999,913,25,346,12,508,224,1426,70,142,48,60,62,34,50,49,38,41,95,108,191,91,117,230
6001424002,14000US06001424002,Census Tract 4240.02,"Census Tract 4240.02, Alameda County, California",ca,140,0,ACSSF,2848,6,1,424002,2583,798,887,21,272,0,409,196,934,40,49,31,40,32,32,52,12,26,69,85,95,71,43,87,170
6001425101,14000US06001425101,Census Tract 4251.01,"Census Tract 4251.01, Alameda County, California",ca,140,0,ACSSF,2849,6,1,425101,1659,1056,58,5,419,8,0,113,1159,69,10,30,60,7,18,77,23,10,95,93,169,166,65,75,192
6001425102,14000US06001425102,Census Tract 4251.02,"Census Tract 4251.02, Alameda County, California",ca,140,0,ACSSF,2850,6,1,425102,3906,1485,335,30,1601,38,166,251,2022,155,27,11,15,9,52,39,85,37,70,72,249,307,185,240,469
6001425103,14000US06001425103,Census Tract 4251.03,"Census Tract 4251.03, Alameda County, California",ca,140,0,ACSSF,2851,6,1,425103,2795,1356,459,2,764,0,0,214,1429,75,41,0,17,0,38,32,6,26,48,95,148,200,110,147,446
6001425104,14000US06001425104,Census Tract 4251.04,"Census Tract 4251.04, Alameda County, California",ca,140,0,ACSSF,2852,6,1,425104,3539,1413,941,23,639,14,204,305,1958,225,14,235,109,24,61,63,64,56,77,66,190,180,50,277,267
6001426100,14000US06001426100,Census Tract 4261,"Census Tract 4261, Alameda County, California",ca,140,0,ACSSF,2853,6,1,426100,6521,4917,45,0,1298,0,0,261,2178,18,0,16,0,24,0,10,21,0,22,90,63,44,237,258,1375
6001426200,14000US06001426200,Census Tract 4262,"Census Tract 4262, Alameda County, California",ca,140,0,ACSSF,2854,6,1,426200,4796,3513,110,4,722,7,19,421,1660,60,0,6,25,43,7,24,12,14,15,77,74,106,96,288,813
6001427100,14000US06001427100,Census Tract 4271,"Census Tract 4271, Alameda County, California",ca,140,0,ACSSF,2855,6,1,427100,3975,2815,55,19,643,8,264,171,1420,33,38,13,30,16,42,10,40,19,54,76,93,130,153,286,387
6001427200,14000US06001427200,Census Tract 4272,"Census Tract 4272, Alameda County, California",ca,140,0,ACSSF,2856,6,1,427200,4180,2041,122,22,1490,19,207,279,1597,62,54,78,80,76,29,60,74,63,67,127,167,133,119,236,172
6001427300,14000US06001427300,Census Tract 4273,"Census Tract 4273, Alameda County, California",ca,140,0,ACSSF,2857,6,1,427300,5346,2311,386,22,2021,39,182,385,2058,58,97,73,63,20,31,28,87,53,113,151,297,265,109,203,410
6001427600,14000US06001427600,Census Tract 4276,"Census Tract 4276, Alameda County, California",ca,140,0,ACSSF,2858,6,1,427600,5200,1661,975,4,1813,55,345,347,1773,144,58,17,0,120,133,57,59,41,125,193,253,132,130,192,119
6001427700,14000US06001427700,Census Tract 4277,"Census Tract 4277, Alameda County, California",ca,140,0,ACSSF,2859,6,1,427700,5201,2849,492,2,930,0,467,461,2234,90,84,43,91,19,0,26,45,16,181,182,289,298,124,384,362
6001427800,14000US06001427800,Census Tract 4278,"Census Tract 4278, Alameda County, California",ca,140,0,ACSSF,2860,6,1,427800,4954,2812,236,6,1075,0,233,592,2072,53,90,66,75,16,44,75,98,47,162,118,179,178,185,309,377
6001427900,14000US06001427900,Census Tract 4279,"Census Tract 4279, Alameda County, California",ca,140,0,ACSSF,2861,6,1,427900,5052,2773,284,34,1432,0,200,329,2072,41,14,50,48,44,41,0,82,24,124,211,342,320,189,100,442
6001428000,14000US06001428000,Census Tract 4280,"Census Tract 4280, Alameda County, California",ca,140,0,ACSSF,2862,6,1,428000,2877,1196,193,3,781,0,469,235,1362,86,63,44,33,31,50,35,105,29,74,170,157,168,151,108,58
6001428100,14000US06001428100,Census Tract 4281,"Census Tract 4281, Alameda County, California",ca,140,0,ACSSF,2863,6,1,428100,4839,2884,317,0,1071,30,175,362,1983,24,67,27,56,27,52,51,40,113,134,109,175,211,203,376,318
6001428200,14000US06001428200,Census Tract 4282,"Census Tract 4282, Alameda County, California",ca,140,0,ACSSF,2864,6,1,428200,6606,3867,414,0,1395,30,312,588,2661,86,35,75,108,48,31,143,92,32,166,242,232,235,258,385,493
6001428301,14000US06001428301,Census Tract 4283.01,"Census Tract 4283.01, Alameda County, California",ca,140,0,ACSSF,2865,6,1,428301,7277,2608,338,22,3347,60,212,690,2492,15,17,0,17,47,50,61,0,25,63,227,204,298,363,410,695
6001428302,14000US06001428302,Census Tract 4283.02,"Census Tract 4283.02, Alameda County, California",ca,140,0,ACSSF,2866,6,1,428302,7424,3294,194,0,3185,0,238,513,2474,0,14,124,28,37,47,41,14,38,35,114,140,189,207,393,1053
6001428400,14000US06001428400,Census Tract 4284,"Census Tract 4284, Alameda County, California",ca,140,0,ACSSF,2867,6,1,428400,4568,2213,519,127,1130,28,107,444,1873,166,36,8,33,72,76,17,70,104,107,121,359,156,105,240,203
6001428500,14000US06001428500,Census Tract 4285,"Census Tract 4285, Alameda County, California",ca,140,0,ACSSF,2868,6,1,428500,3097,1383,246,31,854,0,238,345,1386,46,35,56,103,21,17,17,30,0,62,133,214,130,204,126,192
6001428600,14000US06001428600,Census Tract 4286,"Census Tract 4286, Alameda County, California",ca,140,0,ACSSF,2869,6,1,428600,3454,1571,254,56,1187,0,26,360,1581,64,34,35,24,51,49,0,66,68,70,127,155,217,102,244,275
6001428700,14000US06001428700,Census Tract 4287,"Census Tract 4287, Alameda County, California",ca,140,0,ACSSF,2870,6,1,428700,4472,1604,752,19,1461,0,307,329,1380,170,127,45,22,76,28,49,0,41,80,70,127,48,46,96,355
6001430101,14000US06001430101,Census Tract 4301.01,"Census Tract 4301.01, Alameda County, California",ca,140,0,ACSSF,2871,6,1,430101,6842,2174,441,10,3401,81,110,625,2179,57,0,53,20,10,0,24,21,19,82,39,244,206,188,417,799
6001430102,14000US06001430102,Census Tract 4301.02,"Census Tract 4301.02, Alameda County, California",ca,140,0,ACSSF,2872,6,1,430102,2424,1604,41,5,469,17,79,209,900,11,0,11,5,8,0,5,30,9,58,37,77,124,120,153,252
6001430200,14000US06001430200,Census Tract 4302,"Census Tract 4302, Alameda County, California",ca,140,0,ACSSF,2873,6,1,430200,6878,4344,324,81,1640,1,150,338,2400,13,45,13,29,54,102,26,57,24,48,168,272,264,244,397,644
6001430300,14000US06001430300,Census Tract 4303,"Census Tract 4303, Alameda County, California",ca,140,0,ACSSF,2874,6,1,430300,3826,2445,43,9,1001,17,146,165,1334,20,65,0,45,28,28,0,24,52,51,37,113,164,111,212,384
6001430400,14000US06001430400,Census Tract 4304,"Census Tract 4304, Alameda County, California",ca,140,0,ACSSF,2875,6,1,430400,2107,1339,32,4,465,9,81,177,716,17,4,0,0,0,0,23,9,12,28,16,61,80,71,134,261
6001430500,14000US06001430500,Census Tract 4305,"Census Tract 4305, Alameda County, California",ca,140,0,ACSSF,2876,6,1,430500,5987,2558,1490,51,1310,4,341,233,2086,69,102,0,102,163,50,45,89,151,133,86,226,160,210,255,245
6001430600,14000US06001430600,Census Tract 4306,"Census Tract 4306, Alameda County, California",ca,140,0,ACSSF,2877,6,1,430600,6486,3658,486,52,1827,36,67,360,2166,75,52,37,66,37,52,97,35,93,72,92,209,310,232,259,448
6001430700,14000US06001430700,Census Tract 4307,"Census Tract 4307, Alameda County, California",ca,140,0,ACSSF,2878,6,1,430700,4170,2376,215,164,880,0,91,444,1395,37,10,4,48,33,20,0,51,47,160,121,173,152,139,139,261
